Name,RA_2000,Dec_2000,Vmag,Spct
,191946.1,+642327,6.52,B
47Chi,192516.5,-243031,5.03,A
49Chi,192529.7,-235744,5.43,K
,192346.9,+201552,6.40,B
,192125.4,+574601,6.43,K
,192501.6,-045303,6.52,A
,192521.6,-135349,5.69,K
,192334.0,+331320,6.37,G
2,192422.1,+165616,6.25,A
,192748.1,-541931,5.69,K
58Pi,192040.1,+654253,4.59,A
2,192407.6,+293717,4.97,B
31,192458.2,+115640,5.16,G
,192422.4,+280516,6.53,B
50,192619.2,-214636,5.59,K
,192406.1,+362707,6.36,K
30Del,192529.9,+030653,3.36,F
,192611.1,-150311,5.72,B
,192624.6,-143304,6.70,A
,192656.5,-294436,5.67,B
,192323.8,+501617,6.51,B
,192356.5,+432317,5.84,G
,193110.9,-682602,5.96,K
,192522.4,+201617,6.31,A
4,192528.6,+194755,5.16,K
,192525.8,+245446,6.19,F
32Nu,192631.1,+002019,4.66,F
,192952.6,-552629,6.13,K
,192624.1,+130126,5.74,F
5,192613.2,+200552,5.63,A
,192628.7,+195329,5.81,M
,192923.9,-432645,5.71,A
Mu,193034.5,-550636,6.30,F
Lam,171656.8,+890216,6.38,M
4,192609.1,+361904,5.15,B
,192733.9,+141657,6.32,B
,192820.8,+025549,5.85,B
,192952.2,-265908,5.52,K
,193014.7,-320532,6.60,F
35,192901.0,+015701,5.80,A
,192546.7,+580138,6.60,B
,192921.5,-070238,6.61,F
,192736.5,+375628,6.34,B
,192918.0,+001446,6.25,K
6Alp,192842.3,+243954,4.44,M
8,192857.0,+244607,5.81,K
,192922.1,+143545,5.56,K
7Iot,192725.9,+521914,5.75,A
7,192920.9,+201647,6.33,B
,193054.0,-211844,6.13,A
,193253.8,-531109,5.75,F
,193010.5,+025415,6.09,K
,192626.5,+623326,6.38,K
36,193039.8,-024720,5.03,M
,193033.1,+032640,6.05,A
,193321.6,-451619,5.61,A
6Bet,193043.3,+275735,3.08,K
6Bet,193045.3,+275755,5.11,B
,193046.9,+361343,6.25,B
10Iot,192942.3,+514347,3.79,A
,193121.8,+263702,5.87,K
,193408.5,-400205,5.89,A
,192140.2,+793610,6.05,A
Iot,193513.0,-480557,4.90,K
,191507.8,+832746,6.53,A
8,193146.3,+342711,4.74,B
,193119.3,+501824,5.53,K
,193113.6,+554355,6.37,K
38Mu,193405.4,+072244,4.45,K
37,193507.3,-103337,5.12,G
51,193601.7,-244309,5.65,A
,193529.8,-072737,6.34,K
,193533.6,-121510,6.27,K
,193825.9,-575900,6.18,K
,193952.1,-664108,6.39,A
,193336.4,+384544,6.61,A
9,193434.9,+194624,5.00,B
,193525.2,+025448,6.38,F
,193626.1,-185110,6.11,F
52,193642.4,-245301,4.60,B
9,193450.9,+292747,5.38,F
,193341.6,+491545,5.96,M
,193703.3,-181352,5.64,K
,193441.2,+422446,5.35,A
,193608.0,+110900,6.68,A
39Kap,193653.5,-070139,4.95,B
41Iot,193643.3,-011711,4.36,B
,193310.1,+600931,6.29,K
,193615.8,+142330,6.38,K
,193100.2,+705922,6.07,K
,193419.8,+511412,5.73,F
,193608.3,+223509,6.32,B
,193439.9,+480953,6.67,A
,193734.4,-141806,5.47,F
,194137.5,-655115,6.09,M
,193652.5,+111624,5.98,G
11,193548.3,+365640,6.05,B
,193637.7,+201958,7.14,F
,194018.3,-542503,6.26,K
42,193747.3,-043851,5.46,F
,193942.0,-451641,6.25,F
61Sig,193221.6,+693940,4.68,K
4Eps,193717.4,+162746,5.66,G
,193955.7,-392600,6.61,A
,193555.9,+501419,6.52,G
,193709.4,+292001,6.43,B
,193656.6,+382302,6.50,B
,193637.9,+444142,5.17,G
13The,193626.5,+501316,4.48,F
53,193949.4,-232540,6.34,B
,193849.0,+032254,6.35,B
,193817.5,+204658,6.48,K
,194007.1,-232543,5.97,K
44Sig,193911.6,+052352,5.17,B
,193925.4,+163417,6.38,K
54,194043.4,-161736,6.2,K
,193756.7,+491704,6.47,G
12Phi,193922.6,+300912,4.69,G
5Alp,194005.8,+180050,4.37,G
45,194043.3,-003716,5.67,A
,193945.0,+335845,6.10,A
,194028.3,+202836,6.50,B
14,193926.5,+424906,5.40,B
,193841.2,+545826,5.82,F
,194039.7,+234303,6.64,B
,194105.5,+134856,6.01,B
,193934.4,+455729,6.20,G
6Bet,194102.9,+172834,4.37,G
55,194231.1,-160726,5.06,F
,194114.9,+222710,6.36,K
,194337.6,-373220,6.16,B
,194041.2,+430440,6.16,M
46,194212.8,+121136,6.34,B
,195601.5,-812059,6.39,K
,194050.2,+453130,5.06,F
,194333.5,-152812,5.49,F
47Chi,194234.0,+114936,5.27,G
,194925.3,-723012,5.41,A
,194157.5,+401514,6.23,A
,194013.0,+603026,6.51,A
,194249.1,+291954,6.49,F
,194244.6,+322536,5.94,A
16,194148.9,+503131,5.96,G
,194152.0,+503103,6.20,G
,194309.5,+304043,6.05,A
10,194342.9,+254619,5.49,G
,194601.2,-315431,5.52,B
,194355.9,+270808,6.28,B
,194204.1,+552748,6.48,M
Nu,194801.2,-562145,5.35,A
48Psi,194434.1,+131810,6.26,B
,194351.4,+340945,6.05,B
,194953.3,-664846,6.45,K
,194345.0,+414623,5.84,M
56,194621.7,-194540,4.86,K
,194552.2,-025300,6.48,B
15,194416.6,+372116,4.89,G
,194448.7,+291553,6.82,F
49Ups,194539.9,+073648,5.91,A
,194438.2,+342450,6.57,M
,194855.1,-525317,6.25,K
,194314.6,+580059,6.22,G
,194449.0,+404300,6.34,M
,195101.3,-653618,6.05,F
50Gam,194615.6,+103648,2.72,K
,194339.6,+570233,6.27,K
,195021.7,-610341,6.21,B
18Del,194458.5,+450751,2.87,B
,194539.6,+360528,6.43,B
,194551.4,+350046,6.09,K
,195044.8,-591135,5.42,A
,194803.0,-134212,6.11,A
,194639.5,+250802,6.62,A
17,194625.6,+334340,4.99,F
,194635.0,+325319,6.18,K
7Del,194723.3,+183203,3.82,M
,195013.8,-473326,5.94,M
,194911.6,-284720,6.05,F
NOVA,,,,
,194748.6,+252302,5.95,K
,194902.2,-105215,6.04,K
,194830.4,+104139,6.44,F
,194727.8,+382427,5.77,B
52Pi,194842.1,+114857,5.72,G
,194418.5,+692013,5.92,A
8Zet,194858.7,+190832,5.00,A
,194726.8,+475428,6.12,M
,195237.6,-545816,5.74,G
,195239.0,-545836,6.50,A
,194843.9,+351841,6.53,F
,194850.6,+332614,6.44,B
,195150.6,-395228,5.33,A
51,195046.8,-104549,5.39,F
,195017.5,+075409,6.51,B
,194927.5,+384236,6.11,G
,194954.6,+282626,6.38,B
53Alp,195047.0,+085206,0.77,A
,195440.4,-611015,6.24,A
,195111.1,-022739,6.13,K
54Omi,195101.6,+102456,5.11,F
57,195212.0,-190242,5.92,G
,195117.7,+093749,6.25,A
,194644.7,+682618,6.34,F
Chi,195033.9,+325451,4.23,S
12,195104.1,+223636,4.95,B
19,195034.0,+384321,5.12,M
,195037.3,+403559,5.69,B
,195047.0,+374935,6.06,M
,195203.5,+113744,6.13,G
55Eta,195228.4,+010020,3.90,F
,195306.4,-143611,6.48,A
,195215.6,+102105,6.54,B
,195201.6,+245932,5.57,A
9,195221.8,+184019,6.23,O
,195318.7,-030652,5.65,A
20,195037.7,+525917,5.03,K
,195119.4,+472238,6.20,F
,195417.7,-235628,6.18,K
,195841.3,-690950,5.75,A
,195322.6,+042402,6.53,B
Iot,195515.7,-415206,4.13,K
63Eps,194810.4,+701604,3.83,G
,195216.3,+362556,6.10,K
56,195408.2,-083427,5.79,K
,195505.1,-330247,6.46,K
,195657.7,-575532,6.53,K
,195706.2,-585405,5.26,B
,195853.0,-684544,6.39,A
,195159.1,+470139,5.62,O
Eps,200035.5,-725438,3.96,A
,195207.2,+475555,5.91,B
13,195327.7,+240447,4.58,B
57,195437.6,-081338,5.71,B
57,195438.1,-081414,6.49,B
59Xi,195414.9,+082741,4.71,G
58,195444.8,+001625,5.61,A
58Ome,195550.4,-261758,4.70,G
,195440.3,+070825,6.15,A
,195519.6,-064403,6.51,F
,195301.2,+474827,6.29,B
,195431.1,+241910,5.52,A
60Bet,195518.8,+062424,3.71,G
Mu,200023.0,-665658,5.76,K
59,195656.8,-271012,4.52,K
,195741.3,-380330,6.55,F
,195448.3,+365946,5.76,G
,195506.5,+301143,6.57,B
23,195317.4,+573125,5.14,B
10,195601.3,+163805,5.36,G
61Phi,195614.3,+112526,5.28,A
,195335.4,+594232,6.06,A
Mu,200152.4,-665639,5.31,K
22,195551.7,+382912,4.94,B
61,195757.0,-152929,5.02,A
21Eta,195618.4,+350500,3.89,K
,195700.2,+205953,6.48,A
,195856.4,-303217,6.28,K
60,195857.2,-261144,4.83,G
24Psi,195537.8,+522620,4.92,A
,195644.2,+361503,6.02,B
,200025.3,-492104,6.17,K
11,195745.4,+164721,5.53,B
The,195944.2,-351635,4.37,B
The,195951.3,-344152,5.30,A
,200144.7,-592234,5.13,M
,195522.1,+581501,6.09,G
,200026.5,-430236,6.14,M
,195713.9,+402205,5.45,B
,200015.9,-374208,5.95,G
,200048.3,-450647,5.81,A
,200020.3,-334214,5.66,F
,195645.1,+505409,6.43,A
,195555.4,+585046,4.96,K
,195619.0,+564113,6.12,A
12Gam,195845.4,+192932,3.47,M
,195922.7,+012240,6.17,G
,195947.4,-095730,5.88,F
,195756.2,+421539,6.43,A
,200126.4,-404851,6.29,A
,195838.0,+305901,5.49,B
14,195910.5,+230605,5.67,F
,195834.4,+380620,6.32,B
,200123.9,-224414,6.01,G
,200532.8,-671915,6.07,G
13,200003.3,+173100,5.37,M
,195920.5,+454620,5.92,A
25,195955.2,+370234,5.19,B
,200058.9,+083329,5.91,K
63,200158.6,-133813,5.71,A
62,200239.5,-274235,4.58,M
,195915.4,+520321,6.15,B
,200333.5,-375627,4.77,K
15,200106.1,+274513,4.64,A
,195828.7,+633203,5.96,A
,200115.3,+370556,6.20,K
,200144.7,+244801,5.88,B
16,200201.4,+245617,5.22,F
,200344.3,-223544,6.45,F
,200419.6,-320323,4.99,K
26,200121.6,+500617,5.05,K
,200401.2,-072811,6.72,F
,200316.4,+183002,5.96,K
,200820.5,-662117,6.45,K
,200330.0,+160153,5.67,B
Del,200843.6,-661055,3.56,G
,195841.9,+702201,6.33,G
62,200423.2,-004234,5.68,K
,200532.1,-330000,6.53,B
63Tau,200408.3,+071641,5.52,K
,200337.4,+295348,5.71,G
,200505.4,-113558,6.34,F
15,200406.2,+170412,5.80,G
Xi,200723.2,-525251,4.94,M
,200735.1,-550059,6.26,F
65,200526.4,-123955,6.55,A
64,200128.5,+644916,5.27,M
,200458.6,+231237,6.45,A
,200436.1,+321307,5.64,B
16Eta,200509.5,+195928,5.10,K
,200526.5,+153001,6.34,M
,200612.2,-040442,6.47,K
65,200220.3,+643804,6.57,G
,200509.8,+382842,6.19,G
,200428.8,+481347,6.16,A
67Rho,200249.1,+675225,4.51,K
69,195936.6,+762853,6.20,M
,200506.7,+515022,6.14,M
17,200653.4,+233652,5.07,B
27,200621.8,+355821,5.36,K
64,200801.8,-004042,5.99,K
,201107.2,-573126,6.37,B
,200521.5,+562029,6.21,F
,200750.3,+092359,6.43,F
,200831.3,-100346,6.18,B
,200444.6,+635326,6.26,A
,200806.5,+163951,6.42,M
,200613.8,+530957,5.85,F
,202454.4,-831838,6.17,A
,200741.4,+342523,6.11,B
,200838.3,+104333,6.31,B
66,200532.8,+615944,5.39,K
,200711.5,+501345,6.54,A
,201111.9,-360604,5.32,K
,200453.3,+680138,6.28,M
17The,200956.6,+205455,6.48,F
,201223.9,-424650,6.22,K
,201426.9,-632457,6.09,F
28,200925.6,+365023,4.93,B
,201110.1,-085032,6.49,B
65The,201118.3,-004917,3.23,B
18,201033.5,+265415,5.52,A
1Xi,201157.9,-122333,6.34,K
,201103.5,+210805,6.22,K
,201419.0,-522644,5.65,K
2Xi,201225.9,-123703,5.85,F
,201121.1,+215232,6.26,B
,201235.2,+005203,6.27,B
19,201148.0,+264832,5.49,K
20,201200.7,+262844,5.92,B
66,201313.9,-010034,5.47,K
,201203.8,+474413,6.92,B
,201517.4,-270158,5.73,K
,201340.6,+241420,6.56,A
67Rho,201416.6,+151151,4.95,A
,201550.6,-300019,6.30,K
,201231.8,+512749,6.01,K
68,201134.9,+620443,5.75,F
,201623.7,-362716,6.39,M
,201626.5,-351152,6.53,F
30,201318.0,+464857,4.83,A
21,201414.5,+284141,5.18,A
,201903.0,-631352,6.27,K
,201342.8,+432245,6.14,K
,201405.0,+363619,6.45,A
31,201337.9,+464429,3.79,K
29,201432.0,+364823,4.97,A
,201421.6,+420613,6.71,B
3,201622.8,-122013,6.32,B
,201515.9,+253531,4.78,B
33,201323.9,+563404,4.30,A
22,201530.2,+233031,5.15,G
,201327.7,+603826,5.79,K
,201523.7,+334346,5.66,K
23,201546.1,+274851,4.52,K
,201856.0,-474239,6.31,M
18,201619.7,+213555,6.13,K
5Alp,201738.9,-123030,4.24,G
4,201801.4,-214836,5.87,K
,201917.9,-473449,6.13,F
1Kap,200853.3,+774241,4.39,B
32,201528.3,+474252,3.98,K
,201603.4,+385352,6.27,A
24,201647.1,+244016,5.32,G
6Alp,201803.3,-123241,3.57,G
,201543.4,+501358,6.31,A
,201600.6,+453446,5.91,F
,201628.2,+370323,6.48,B
,202032.3,-550303,6.27,M
,201655.3,+402154,5.24,K
,201731.5,+290853,6.22,G
7Sig,201923.6,-190707,5.28,K
,201729.1,+424319,6.29,K
34,201747.2,+380159,4.81,B
,202028.1,-291150,6.30,A
,202051.9,-354025,6.46,K
,202141.0,-495958,6.27,G
,201807.0,+404356,5.84,O
,201943.3,-010443,6.06,K
36,201828.6,+370000,5.58,A
35,201839.1,+345858,5.17,F
,201929.2,+131301,6.21,M
,202026.1,-062142,6.63,K
8Nu,202039.8,-124533,4.76,B
,202000.2,+133253,5.95,A
,202046.6,-144706,6.10,A
9Bet,202100.7,-144653,3.08,F
,201849.6,+461922,6.45,B
,202020.5,+143409,6.13,G
Kap,202227.5,-420259,5.59,A
,202021.4,+174735,5.80,K
,201824.8,+552350,5.76,A
,201948.3,+370757,6.57,A
,201731.3,+665114,5.93,G
,202015.2,+392412,6.23,A
,203317.5,-805754,5.77,G
,201956.1,+465015,6.50,B
Kap,202353.2,-422522,5.64,A
,202300.8,-093917,6.30,G
25,202203.4,+242646,5.54,B
Alp,202538.9,-564406,1.94,B
,202030.4,+533546,6.18,K
71,201936.7,+621527,5.72,B
,202252.3,+143305,6.17,F
,202310.7,+052035,5.31,G
,202203.0,+410753,6.39,G
37Gam,202213.7,+401524,2.20,F
,202237.4,+311554,6.09,K
,202205.4,+454742,5.58,K
,202547.9,-404747,6.09,K
,202245.3,+410134,5.93,K
,202526.8,-283948,5.85,G
,202255.5,+425900,6.20,K
,202437.5,+010407,6.15,B
,202006.0,+685249,5.55,M
,202111.4,+635849,5.69,K
39,202351.7,+321124,4.43,K
,202344.4,+372835,5.90,B
,202653.0,-372411,6.25,K
,202542.5,-024801,6.11,K
,202544.0,+100323,6.33,K
,202540.5,+212435,5.66,G
,203818.6,-811720,5.91,K
,202601.2,+195154,6.41,K
10Pi,202719.2,-181242,5.25,B
,202432.4,+533307,6.51,B
,202623.2,+171856,6.22,K
,202846.7,-353545,6.10,B
,202505.1,+593600,6.44,A
,202843.6,-154430,6.41,K
,202807.5,+082615,6.25,G
68,202824.9,-032128,6.13,B
11Rho,202851.6,-174849,4.78,F
,202707.7,+341944,6.39,F
,202816.8,+025613,6.21,G
,202931.3,-222330,6.16,M
40,202734.3,+382625,5.62,A
,202623.5,+563820,6.36,B
43,202702.3,+492300,5.69,F
12Omi,202952.5,-183512,6.74,A
12Omi,202953.9,-183500,5.94,A
69,202939.0,-025308,4.91,K
,203056.8,-290645,6.39,A
,202921.1,+200516,6.55,A
41,202923.7,+302207,4.01,F
42,202920.4,+362717,5.88,A
1,203018.0,+105345,6.08,A
,203104.3,-150323,6.12,G
,203551.7,-693640,6.11,K
,203058.1,+203621,6.18,A
,203113.0,+111538,7.11,B
,202959.9,+455543,6.41,K
,203252.4,-245638,6.36,A
,202927.1,+560405,5.91,B
45Ome,203003.5,+485706,4.95,B
,203223.7,-095112,5.65,G
Nu,203355.1,-443058,5.11,K
44,203059.2,+365609,6.19,F
Phi,203534.8,-603454,4.76,F
,203158.2,+254816,6.34,A
2The,202934.9,+625939,4.22,A
46Ome,203118.8,+491313,5.44,M
2Eps,203312.8,+111812,4.03,B
,203455.5,-380523,6.44,A
,203121.1,+521835,6.18,K
,203411.7,-134316,6.13,F
,203447.4,-302825,6.40,B
,203353.6,+100335,6.56,A
3Eta,203357.0,+130138,5.38,A
Rho,203735.3,-613148,4.88,F
,203146.5,+564648,6.14,K
,203252.3,+431130,6.60,B
,203410.0,+205907,6.48,B
Mu,204202.9,-761050,6.00,F
Mu,204143.7,-752102,6.55,G
,203532.2,-163133,6.19,A
47,203354.2,+351503,4.61,K
,203348.4,+414620,6.49,K
,203000.7,+723154,6.27,K
Alp,203734.0,-471729,3.11,K
,203354.9,+464138,5.78,B
4Zet,203518.5,+144027,4.68,A
,203951.4,-625428,6.22,K
70,203643.6,-023300,4.89,K
26,203608.3,+255257,6.41,A
Phi,204002.6,-603256,5.12,F
,203450.4,+515115,6.11,A
,203752.1,-250632,6.36,F
,203718.3,+000549,6.22,B
73,203130.4,+745717,5.20,A
27,203704.7,+262743,5.59,B
Ups,204157.1,-664539,5.15,B
6Bet,203733.0,+143543,3.63,F
5Iot,203749.1,+112240,5.43,A
71,203820.3,-010619,4.32,G
48,203731.8,+313421,6.32,B
,203754.6,+181609,6.25,M
,203732.6,+313119,6.49,F
,203723.6,+381943,6.20,K
14Tau,203916.4,-145717,5.22,B
,203913.2,-022446,6.22,B
29,203831.3,+211204,4.82,A
8The,203843.9,+131854,5.72,K
,204019.8,-332555,5.47,K
28,203831.9,+240658,5.04,B
,203835.1,+234050,5.91,K
7Kap,203907.8,+100510,5.05,G
1,203924.9,+002911,5.16,K
,204011.7,-234626,6.37,G
,203905.0,+155017,5.97,B
15Ups,204003.0,-180819,5.10,M
75,202814.6,+812522,5.46,G
,204036.0,-263842,6.51,F
,203910.6,+214902,6.08,A
,203859.5,+302004,5.68,K
,204032.5,-160727,5.80,G
9Alp,203938.3,+155443,3.77,B
,203951.8,+111459,6.42,F
74,202927.5,+810529,5.96,K
,204123.7,-313554,5.76,M
,204124.1,-260000,6.28,K
,203933.3,+403446,6.06,B
,203923.1,+454001,6.58,B
Bet,204457.5,-661211,3.42,A
,204045.2,+195607,6.45,G
,204253.0,-393331,6.29,K
,203900.2,+560018,6.48,F
,204036.2,+294819,6.08,A
10,204116.2,+143459,5.99,K
,204003.1,+432731,5.95,K
Eta,204402.3,-515516,4.51,A
49,204102.6,+321826,5.51,G
,204100.4,+390456,6.51,B
,204158.2,+173117,6.22,G
50Alp,204125.9,+451649,1.25,A
,204017.9,+603019,6.01,F
,204156.5,+414301,5.67,B
,204222.2,+352722,6.66,B
11Del,204327.5,+150428,4.43,A
51,204212.6,+502024,5.39,B
,202903.1,+833732,6.19,A
,204513.2,-271450,6.50,G
,204324.2,+353516,6.47,F
,204620.1,-391157,5.50,B
Sig,204918.1,-684635,5.41,K
,204618.6,-360713,6.49,F
16Psi,204605.7,-251615,4.14,F
17,204610.0,-213051,5.93,A
,204239.7,+603605,6.15,A
30,204452.5,+251614,4.91,K
,204313.5,+570651,6.32,B
,204528.2,+180525,6.38,M
52,204539.7,+304311,4.22,G
Iot,204829.2,-435919,5.11,F
,204422.0,+562917,5.78,M
4,204311.0,+663927,5.58,A
,204703.6,-022912,6.27,K
12Gam,204638.7,+160728,5.14,F
12Gam,204639.5,+160727,4.27,K
53Eps,204612.7,+335813,2.46,K
2Eps,204740.6,-092945,3.77,A
3,204744.2,-050140,4.42,M
Zet,204929.0,-461337,4.89,K
13,204748.3,+060030,5.58,A
,204747.8,+031824,6.40,A
,204521.1,+573447,4.51,F
,204710.8,+342227,4.92,K
3Eta,204517.4,+615020,3.43,K
,204638.5,+463154,6.30,A
,205138.3,-622545,6.28,A
,205138.8,-622545,6.59,A
,204917.6,-254653,5.86,B
,204621.2,+525943,6.33,K
54Lam,204724.5,+362927,4.53,B
,204920.5,-180209,6.21,K
Alp,204958.1,-334647,4.90,G
,204720.8,+453447,6.40,K
,204433.1,+694507,6.41,G
Iot,205130.1,-513630,5.05,K
,204749.3,+474955,5.57,K
,205047.1,-320316,6.36,K
,205100.7,-375448,5.52,K
,204752.8,+522426,6.27,G
15,204937.8,+123243,5.98,F
14,204948.3,+075151,6.33,A
,204959.1,+053241,6.21,K
,205041.8,-123242,5.88,K
55,204856.3,+460651,4.84,B
,204842.7,+515438,6.29,B
Bet,205158.8,-331038,6.04,A
18Ome,205149.3,-265509,4.11,M
,205037.0,+180305,6.52,A
4,205125.7,-053735,5.99,F
,204954.7,+463940,6.33,B
56,205004.9,+440334,5.04,A
5,205208.7,-053025,5.55,B
Bet,205448.6,-582715,3.65,K
,205340.2,-394836,5.35,K
,205128.2,+281502,5.77,F
,205301.2,-234659,6.33,K
6Mu,205239.2,-085900,4.73,A
,205325.0,-304307,6.35,K
,205435.0,-504340,6.24,B
,204917.4,+640232,6.45,B
,205305.6,-113425,6.38,G
31,205207.7,+270549,4.59,G
,205200.3,+325057,6.44,B
,205406.8,-275532,6.41,M
,205358.4,-065323,6.44,F
,205307.4,+293858,6.34,K
19,205447.9,-175523,5.78,K
57,205314.8,+442314,4.78,B
76,204235.2,+823152,5.75,A
,205318.6,+451055,5.45,K
,205326.4,+422437,6.66,A
,205353.9,+332616,5.47,K
,205508.1,-012224,6.55,A
,205422.4,+283119,6.56,B
32,205433.6,+280327,5.01,K
,205422.3,+404211,6.70,B
,205540.7,+043158,6.05,G
17,205536.7,+134317,5.17,K
16,205538.6,+123407,5.58,A
,205647.3,-261747,5.70,F
,205618.3,-033341,6.57,B
7,205654.0,-094151,5.51,K
,204733.4,+803308,5.39,K
,205710.6,+002749,6.05,K
,205740.6,-160154,5.87,A
,210128.1,-681235,6.37,A
,205549.8,+472504,5.67,B
Alp,210443.0,-770126,5.15,A
,205612.9,+510430,6.63,B
,205634.7,+445530,5.96,O
,205841.9,-142858,6.01,F
,205625.5,+504343,5.81,F
,205625.9,+491145,5.90,G
,210021.5,-511555,5.76,F
58Nu,205710.4,+411002,3.94,A
,205617.0,+565315,6.23,B
18,205825.9,+105021,5.48,G
,205959.7,-360747,6.11,F
33,205816.4,+221933,5.31,K
20,205936.1,-190207,6.25,B
1Eps,205904.4,+041737,5.23,F
,205819.5,+442818,5.55,K
,205830.8,+415625,6.16,B
,205950.8,+164927,6.66,F
,210003.9,+073059,5.99,F
Gam,210117.5,-321528,4.67,G
,205830.1,+502744,5.61,B
11,210033.8,-044349,6.21,G
,210212.6,-430007,6.64,G
,205444.3,+755532,6.05,G
,210027.7,+191946,5.65,M
,210145.3,-265252,6.05,A
,210227.2,-383150,5.94,K
59,205949.6,+473116,4.74,B
Zet,210258.0,-383754,5.30,F
,205925.4,+592619,5.51,K
,210310.2,-274355,6.25,K
,210112.9,+360134,5.97,G
,210847.9,-761245,6.58,K
60,210110.9,+460921,5.37,B
,210259.6,-005529,6.50,B
Mu,210514.2,-544338,5.16,K
,210303.0,+013155,6.25,F
,210301.8,+144348,6.31,M
12,210404.6,-054924,7.31,A
12,210404.7,-054923,5.89,G
22Eta,210424.3,-195118,4.84,A
,210922.3,-731023,5.68,F
,210224.1,+444728,6.19,S
,210304.8,+383927,6.07,G
,210248.5,+455056,6.48,B
,210209.1,+564011,5.83,B
3,210434.7,+053010,5.61,K
,210441.7,+025631,6.42,K
,210445.4,+021611,6.33,G
Eta,210625.5,-412310,5.53,K
Del,210601.2,-300730,5.68,K
,210352.1,+413741,6.33,F
,210326.0,+502107,6.37,K
,210832.9,-635544,5.76,K
,210343.3,+465143,6.32,F
23The,210556.8,-171358,4.07,A
,210624.7,-322030,5.18,K
4,210526.7,+055730,5.94,F
,210347.6,+531710,5.90,K
62Xi,210455.9,+435540,3.72,K
24,210707.7,-250021,4.50,M
,211120.7,-723239,6.20,K
,210623.5,+265528,6.12,K
,210744.6,-172719,6.17,A
,210630.3,+311105,5.82,F
61,210654.6,+384445,5.21,K
61,210655.3,+384436,6.03,K
25Chi,210833.6,-211137,5.30,A
,210733.6,+153931,6.34,K
63,210636.1,+473854,4.55,K
,210828.2,+065922,6.15,K
27,210933.0,-203323,6.25,F
Omi,211320.5,-700735,5.02,M
13Nu,210935.7,-112218,4.51,G
,210838.9,+301221,5.59,B
,210958.3,+025636,6.45,F
,211046.9,-092114,6.27,K
5Gam,211020.5,+100754,4.69,F
6,211031.2,+100256,6.07,A
,210623.3,+712555,5.87,F
,211213.6,-401610,5.83,F
,211032.0,+222717,6.68,A
,211141.3,-142820,6.48,F
,210958.6,+453009,6.63,B
,211303.1,-392531,5.26,F
,211103.9,+361757,6.54,B
,211015.6,+533348,5.73,B
,211031.0,+474131,6.46,B
,211318.9,-362526,5.96,K
,210928.9,+631744,6.54,B
,211317.3,-273710,5.42,K
,211816.1,-752048,6.63,A
,210529.3,+780735,5.91,B
,210932.0,+682925,7.33,M
,211545.9,-531547,5.75,A
64Zet,211256.2,+301337,3.20,G
,211328.8,+155857,6.27,A
,211514.7,-403023,6.21,K
,211416.7,-103619,6.77,B
,211148.2,+595911,5.64,B
,211326.3,+363801,6.05,F
,211437.0,+000532,6.38,M
,211506.6,-172042,6.04,G
7Del,211428.9,+100025,4.49,F
,211546.8,-361239,6.12,K
,211800.3,-644054,6.31,B
,211410.3,+295404,6.17,G
28Phi,211537.9,-203906,5.24,G
29,211544.9,-151017,5.28,M
,213204.2,-844836,6.45,K
65Tau,211447.5,+380244,3.72,F
8Alp,211549.4,+051452,3.92,G
,211639.6,-013628,6.48,K
,211342.6,+642414,6.39,G
,211713.5,-131644,6.40,A
Eps,211756.3,-321021,4.71,A
,211536.8,+475825,6.46,B
30,211757.3,-175907,5.43,B
,211629.6,+421505,6.43,K
31,211815.7,-172744,7.05,F
The,211952.0,-532659,4.39,A
15,211811.1,-043110,5.82,B
,211854.4,-284556,6.40,G
67Sig,211725.0,+392341,4.23,B
,211723.2,+424100,6.19,B
,212009.5,-450120,6.00,C
66Ups,211755.1,+345349,4.43,B
,211702.0,+535951,6.13,A
,211945.8,-262111,6.56,G
,211852.0,+111212,5.96,K
,211714.3,+554753,5.98,K
The,212045.6,-404835,4.82,A
,212116.4,-495616,6.38,K
,211718.8,+583642,6.42,B
68,211827.2,+435645,5.00,O
,211855.3,+410227,6.15,A
,212416.7,-694403,6.41,C
,211922.2,+381415,5.83,F
,212014.0,+220135,6.29,B
,212518.1,-714758,6.09,K
16,212104.3,-043336,5.87,G
,211928.8,+493037,5.76,B
5Alp,211834.8,+623508,2.44,A
9,212104.8,+072116,5.82,M
,211915.8,+583725,5.66,M
,212104.4,+235121,5.57,K
,212050.1,+322710,5.68,G
32Iot,212214.8,-165004,4.28,G
,211542.2,+770044,5.95,K
,212122.0,+323646,6.04,A
,212101.4,+402044,6.40,F
6,211922.2,+645219,5.18,B
,212300.5,-224008,5.60,M
1,212205.2,+194816,4.08,K
,211321.5,+811351,6.15,A
17,212256.3,-091910,5.99,M
,213354.4,-824059,6.38,B
,212420.8,-463654,6.31,A
10Bet,212253.6,+064840,5.16,A
,212033.5,+604525,6.11,G
The,212424.8,-410024,5.77,A
Gam,212626.6,-652158,4.22,F
,212241.9,+301835,6.05,K
33,212409.6,-205107,5.41,K
,212407.9,-224449,6.38,K
,212200.4,+492320,5.69,K
,212246.9,+383803,6.63,A
18,212411.5,-125241,5.49,F
Gam,212615.4,-543938,6.12,F
,212323.0,+372424,6.58,F
,212358.8,+241627,5.71,F
,212424.6,+101027,6.35,F
